FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
2.357,0.1635,,,,,,
2.448,1.2657,2.4449,Isobutane,C4H10,93.25304662,Manual,B
2.498,0.2659,,,,,,
2.676,10.876,,,,,,
2.771,0.7343,2.7694,Pentane,C5H12,84.77966415,Automatically assigned using a linear fit of manual peak assignments,L
2.815,0.0991,,,,,,
2.876,0.6507,2.8735,2-Methyl-1-butene,C5H10,87.98000534,Automatically assigned using a linear fit of manual peak assignments,E
2.947,0.0832,,,,,,
3.164,14.6183,3.1603,"Pentane, 2-methyl-",C6H14,98.69068867,Automatically assigned using a linear fit of manual peak assignments,B
3.284,4.562,3.2818,"Pentane, 3-methyl-",C6H14,98.29043999,Automatically assigned using a linear fit of manual peak assignments,B
3.349,0.1452,3.4327,n-Hexane,C6H14,94.08270127,Automatically assigned using a linear fit of manual peak assignments,L
3.435,1.2473,3.5269,"1-Butene, 2,3-dimethyl-",C6H12,84.16938171,Automatically assigned using a linear fit of manual peak assignments,E
3.53,0.3468,,,,,,
3.569,0.1864,,,,,,
3.682,0.4461,3.7711,"Cyclopentane, methyl-",C6H12,66.60816543,Automatically assigned using a linear fit of manual peak assignments,C
3.753,4.0546,3.7764,3-Ethyl-2-methyl-1-heptene,C10H20,60.08173225,Automatically assigned using a linear fit of manual peak assignments,E
3.842,0.1075,,,,,,
4.007,0.0772,,,,,,
4.115,0.312,4.1173,"1-Hexene, 3,4,5-trimethyl-",C9H18,75.59015105,Automatically assigned using a linear fit of manual peak assignments,E
4.334,41276.5352,4.3418,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
4.432,8.2868,4.4287,"Hexane, 3-methyl-",C7H16,96.54887992,Automatically assigned using a linear fit of manual peak assignments,B
4.587,0.6315,4.6756,"Cyclopentane, 1,2-dimethyl-, trans-",C7H14,79.06107273,Automatically assigned using a linear fit of manual peak assignments,C
4.634,0.3079,,,,,,
4.679,0.3662,,,,,,
4.792,0.0571,4.8359,Heptane,C7H16,96.90280149,Automatically assigned using a linear fit of manual peak assignments,L
4.839,1.1268,4.9268,(Z)-4-Methyl-2-hexene,C7H14,92.51056709,Automatically assigned using a linear fit of manual peak assignments,E
4.929,0.5306,,,,,,
5.021,0.0383,,,,,,
5.078,0.1591,,,,,,
5.161,0.178,,,,,,
5.253,0.0826,,,,,,
5.335,1.7654,5.3322,"Cyclohexane, methyl-",C7H14,93.69216265,Automatically assigned using a linear fit of manual peak assignments,C
5.459,3.3481,,,,,,
5.507,2.3439,5.5036,"Hexane, 2,4-dimethyl-",C8H18,90.95891713,Automatically assigned using a linear fit of manual peak assignments,B
5.567,0.0807,,,,,,
5.689,0.3798,5.6854,"Cyclopentane, 1,2,4-trimethyl-",C8H16,77.26390433,Automatically assigned using a linear fit of manual peak assignments,C
5.817,0.1196,,,,,,
5.887,0.2089,,,,,,
5.959,0.0325,,,,,,
6.034,0.1336,,,,,,
6.135,1.0646,6.1317,"Hexane, 2,3-dimethyl-",C8H18,95.64419495,Automatically assigned using a linear fit of manual peak assignments,B
6.258,7.8041,,,,,,
6.347,0.5589,6.3422,Toluene,C7H8,89.30847935,Automatically assigned using a linear fit of manual peak assignments,A
6.445,3.4724,,,,,,
6.589,1.0104,,,,,,
6.625,1.0039,6.659,"Hexane, 2,2,5-trimethyl-",C9H20,75.2926777,Automatically assigned using a linear fit of manual peak assignments,B
6.822,0.4754,6.8196,"Cyclopentane, 1-ethyl-3-methyl-",C8H16,89.53718347,Manual,C
6.88,0.3589,,,,,,
7.082,1.3379,7.0802,Octane,C8H18,92.87232292,Automatically assigned using a linear fit of manual peak assignments,L
7.153,0.1115,,,,,,
7.239,0.8402,7.236,"Cyclohexane, 1,4-dimethyl-, cis-",C8H16,93.15637457,Automatically assigned using a linear fit of manual peak assignments,C
7.344,0.323,7.3465,"Ethanone, 1-(2-furanyl)-",C6H6O2,79.33256038,Automatically assigned using a linear fit of manual peak assignments,O
7.445,0.3191,7.4438,"Pentane, 2,3,3,4-tetramethyl-",C9H20,71.60287242,Automatically assigned using a linear fit of manual peak assignments,B
7.52,0.0626,,,,,,
7.614,0.9432,7.6118,"Heptane, 2,4-dimethyl-",C9H20,92.72668954,Automatically assigned using a linear fit of manual peak assignments,B
7.766,2.0167,7.8043,"Cyclohexane, 1-methyl-3-propyl-",C10H20,66.39520666,Automatically assigned using a linear fit of manual peak assignments,C
7.927,3.4622,7.9882,"Cyclohexane, 1,1,3-trimethyl-",C9H18,63.95501622,Automatically assigned using a linear fit of manual peak assignments,C
7.99,0.1711,,,,,,
8.04,0.3576,8.0376,"1,1,4-Trimethylcyclohexane",C9H18,84.59203585,Automatically assigned using a linear fit of manual peak assignments,C
8.119,0.2357,8.1208,"Cyclohexane, 1-isopropyl-1-methyl-",C10H20,71.22209201,Automatically assigned using a linear fit of manual peak assignments,C
8.208,0.0591,,,,,,
8.333,0.5928,8.3312,"Cyclohexane, 1,3,5-trimethyl-",C9H18,88.67974553,Automatically assigned using a linear fit of manual peak assignments,C
8.423,1.0195,8.425,Isomaltol,C6H6O3,77.72410141,Automatically assigned using a linear fit of manual peak assignments,O
8.521,0.0561,8.5786,Ethylbenzene,C8H10,85.29701179,Automatically assigned using a linear fit of manual peak assignments,A
8.607,4.7489,8.6031,"Octane, 2-methyl-",C9H20,98.13778908,Automatically assigned using a linear fit of manual peak assignments,B
8.762,4.2624,8.761,"Octane, 3-methyl-",C9H20,91.85855132,Automatically assigned using a linear fit of manual peak assignments,B
8.901,0.6592,,,,,,
8.974,0.2435,,,,,,
9.037,0.2863,9.0332,"Cyclohexane, 1,3,5-trimethyl-",C9H18,84.44815303,Automatically assigned using a linear fit of manual peak assignments,C
9.088,0.0544,,,,,,
9.15,0.4042,9.1449,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,89.50029236,Automatically assigned using a linear fit of manual peak assignments,C
9.196,0.2829,,,,,,
9.289,0.5891,9.2873,Ethylbenzene,C8H10,95.42783711,Automatically assigned using a linear fit of manual peak assignments,A
9.339,0.1477,,,,,,
9.387,0.7174,9.3829,Nonane,C9H20,91.64658191,Automatically assigned using a linear fit of manual peak assignments,L
9.509,0.1148,,,,,,
9.576,0.3116,9.5728,"1-Ethyl-3-methylcyclohexane (c,t)",C9H18,83.46048663,Automatically assigned using a linear fit of manual peak assignments,C
9.642,0.3096,9.6393,1-Ethyl-4-methylcyclohexane,C9H18,69.08167615,Automatically assigned using a linear fit of manual peak assignments,C
9.731,0.3499,,,,,,
9.765,0.7365,9.7612,"Heptane, 4-ethyl-",C9H20,88.04728054,Automatically assigned using a linear fit of manual peak assignments,B
9.917,1.3649,9.9135,"Octane, 2,5-dimethyl-",C10H22,94.80448589,Automatically assigned using a linear fit of manual peak assignments,B
10.003,1.3043,10.0603,"Cyclohexane, 1,1'-(1,3-propanediyl)bis-",C15H28,65.70252417,Automatically assigned using a linear fit of manual peak assignments,C
10.104,1.7851,10.1012,"Octane, 3,6-dimethyl-",C10H22,97.04041983,Automatically assigned using a linear fit of manual peak assignments,B
10.225,0.7167,,,,,,
10.304,0.077,10.3018,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
10.372,0.1115,,,,,,
10.427,0.2919,10.4201,"Cyclohexane, 1,1,3,5-tetramethyl-, cis-",C10H20,64.51699112,Automatically assigned using a linear fit of manual peak assignments,C
10.531,0.8054,10.5277,"Undecane, 5,6-dimethyl-",C13H28,89.9854379,Automatically assigned using a linear fit of manual peak assignments,B
10.666,1.309,,,,,,
10.718,2.8264,10.722,"Benzene, 1-ethyl-4-methyl-",C9H12,92.14747934,Automatically assigned using a linear fit of manual peak assignments,A
10.852,2.2488,10.8496,"Octane, 3,6-dimethyl-",C10H22,94.53048486,Automatically assigned using a linear fit of manual peak assignments,B
10.962,0.8886,10.9721,"Trans-1,4-diethylcyclohexane",C10H20,84.49198032,Automatically assigned using a linear fit of manual peak assignments,C
11.054,0.403,,,,,,
11.123,0.2036,11.1204,"Cyclohexane, 1-methyl-4-(1-methylethyl)-, trans-",C10H20,77.36591307,Automatically assigned using a linear fit of manual peak assignments,C
11.182,0.124,11.1767,"Cyclohexane, 1-isopropyl-1-methyl-",C10H20,75.60632154,Automatically assigned using a linear fit of manual peak assignments,C
11.239,0.0866,11.2354,"Trans-1,4-diethylcyclohexane",C10H20,65.1164275,Automatically assigned using a linear fit of manual peak assignments,C
11.296,0.0415,,,,,,
11.348,3.1264,11.3451,"Benzene, 1,2,4-trimethyl-",C9H12,97.60528373,Automatically assigned using a linear fit of manual peak assignments,A
11.396,0.3591,11.3945,Decane,C10H22,87.13238969,Automatically assigned using a linear fit of manual peak assignments,L
11.463,0.1654,11.4624,"3-Hexene, 3-ethyl-2,5-dimethyl-",C10H20,72.43553087,Automatically assigned using a linear fit of manual peak assignments,E
11.545,0.0332,,,,,,
11.615,0.081,,,,,,
11.659,0.5067,11.6561,"Undecane, 4,7-dimethyl-",C13H28,87.10763897,Automatically assigned using a linear fit of manual peak assignments,B
11.701,0.1532,,,,,,
11.763,0.7738,11.7595,"Nonane, 2,5-dimethyl-",C11H24,93.52761249,Automatically assigned using a linear fit of manual peak assignments,B
11.816,0.5304,11.8123,"Octane, 3-ethyl-",C10H22,91.09698005,Automatically assigned using a linear fit of manual peak assignments,B
11.908,1.6649,11.9063,"Octane, 5-ethyl-2-methyl-",C11H24,90.93595661,Automatically assigned using a linear fit of manual peak assignments,B
12.031,1.0886,12.027,"Undecane, 5,5-dimethyl-",C13H28,89.32432801,Automatically assigned using a linear fit of manual peak assignments,B
12.112,0.4793,12.1068,"Nonane, 3,7-dimethyl-",C11H24,88.36091972,Automatically assigned using a linear fit of manual peak assignments,B
12.192,0.1061,,,,,,
12.287,0.0697,,,,,,
12.395,0.8333,,,,,,
12.424,0.4884,12.4229,"Heptane, 4-ethyl-",C9H20,81.85451154,Automatically assigned using a linear fit of manual peak assignments,B
