,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,0.117453973,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.86157733,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",C24H36O2Si2,54.40483331,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.86157733
1,0.1257,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.05712862,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,52.05712862,"Arsenous acid, tris(trimethylsilyl) ester",C9H27AsO3Si3,51.02873772
2,0.1313,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,51.31707749,"Cyclotrisiloxane, hexamethyl-",C6H18O3Si3,52.76496683,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,50.22763305
3,3.16,"Pentane, 3-ethyl-",C7H16,75.96511091,"Pentane, 1-propoxy-",C8H18O,83.92654392,"Pentane, 2-methyl-",C6H14,75.00673397
4,3.2795,"Pentane, 3-methyl-",C6H14,92.38032282,"Pentane, 3-methyl-",C6H14,92.38032282,"Pentane, 3-methyl-",C6H14,88.47829824
5,3.4318,n-Hexane,C6H14,90.34558657,n-Hexane,C6H14,90.34558657,n-Hexane,C6H14,86.45875863
6,3.6854,"Pentane, 2,2-dimethyl-",C7H16,92.08282874,"Pentane, 2,2-dimethyl-",C7H16,92.08282874,"Butane, 2,2,3-trimethyl-",C7H16,87.69761734
7,3.7527,Acetyl valeryl,C7H12O2,71.24382981,1H-Tetrazol-5-amine,CH3N5,76.04385452,Acetyl valeryl,C7H12O2,71.23225208
8,3.7772,"Cyclopentane, methyl-",C6H12,93.67562578,"Cyclopentane, methyl-",C6H12,93.67562578,"Cyclopentane, methyl-",C6H12,80.14026815
9,4.1196,"Propanoic acid, 2-methyl-, anhydride",C8H14O3,85.94393241,"Propanoic acid, 2-methyl-, anhydride",C8H14O3,85.94393241,"Pentane, 2-bromo-",C5H11Br,65.14611931
10,4.3489,"5-Oxotetrahydrofuran-2-carboxylic acid, ethyl ester",C7H10O4,75.30317825,Silicon tetrafluoride,F4Si,80.24846987,"5-Oxotetrahydrofuran-2-carboxylic acid, ethyl ester",C7H10O4,66.45638142
11,4.355,Valeric anhydride,C10H18O3,70.00015316,Valeric anhydride,C10H18O3,70.00015316,"Propanoic acid, pentyl ester",C8H16O2,51.25320098
12,4.3629,"3-Hexenal, (Z)-",C6H10O,82.95766818,"3-Hexenal, (Z)-",C6H10O,82.95766818,2-Methyl-2-vinyloxirane,C5H8O,77.9075393
13,4.4485,"Heptane, 3,3,4-trimethyl-",C10H22,77.9890304,"Heptane, 3,3,4-trimethyl-",C10H22,77.9890304,"Borinic acid, diethyl-, methyl ester",C5H13BO,65.95086364
14,4.6048,"Hexane, 2,3-dimethyl-",C8H18,71.59609474,Pyrrolidine,C4H9N,77.69766287,"Pyrrolidine-2-carboxamide, N-heptyl-N-methyl-",C13H26N2O,67.33978486
15,4.685,"Cyclopentane, 1,2-dimethyl-",C7H14,87.38983223,"Cyclopentane, 1,2-dimethyl-",C7H14,87.38983223,"Cyclopentane, 1,2-dimethyl-, cis-",C7H14,75.74680057
16,17.922,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.39051556,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.39051556,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,89.19943281
17,18.8162,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,71.61784952,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,71.61784952,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,61.12891924
18,22.0626,"Nonane, 3,7-dimethyl-",C11H24,74.51253153,"Cyclopentanol, 1-methyl-",C6H12O,78.62272694,"Hexane, 3,3-dimethyl-",C8H18,70.06580257
19,23.0736,"Hexane, 3,3-dimethyl-",C8H18,83.61274715,"Dodecane, 1-iodo-",C12H25I,84.30806242,1-Iodoundecane,C11H23I,80.77556704
20,24.1197,2-Octanone,C8H16O,67.28909965,"Thiophene-2-acetic acid, 2-dimethylaminoethyl ester",C10H15NO2S,69.37783274,2-Dodecanone,C12H24O,62.76610409
