,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
0,18.2856611865752,No Match,,,1-Allyl-3-(2-(allylthio)propyl)trisulfane,C9H16S4,55.6778290478649,"Malonic acid, bis(2-trimethylsilylethyl ester",C13H28O4Si2,52.4929605743976
1,16.7198,"Butane, 2,2-dimethyl-",C6H14,90.8527905468604,"Butane, 2,2-dimethyl-",C6H14,90.8527905468604,1-Allyl-3-(2-(allylthio)propyl)trisulfane,C9H16S4,55.5952216429308
2,16.6874,Naphthalene,C10H8,99.328875199195,Naphthalene,C10H8,99.328875199195,Naphthalene,C10H8,97.5994577267777
3,16.3288,"Naphthalene, 1,2,3,4-tetrahydro-",C10H12,98.2410362086795,"Naphthalene, 1,2,3,4-tetrahydro-",C10H12,98.2410362086795,"Naphthalene, 1,2,3,4-tetrahydro-",C10H12,95.6472968325845
4,15.7801,"Spiro[4.4]nonane, 1-methylene-",C10H16,73.1251682411691,"Spiro[4.4]nonane, 1-methylene-",C10H16,73.1251682411691,"2.alpha., 4a.beta., 8a.alpha.-Decahydro-2-naphthalenol",C10H18O,70.2935493660825
5,15.3491,"Naphthalene, decahydro-, cis-",C10H18,96.726244555668,"Naphthalene, decahydro-, cis-",C10H18,96.726244555668,"Naphthalene, decahydro-, cis-",C10H18,81.8598387035492
6,15.1128,"Indan, 1-methyl-",C10H12,94.839671128617,"Indan, 1-methyl-",C10H12,94.839671128617,"Cyclobutene, 3,4-dibromo-",C4H4Br2,56.4551601007136
7,15.0174,"Benzene, 1-methyl-2-(2-propenyl)-",C10H12,93.2402542084045,"Benzene, 1-methyl-2-(2-propenyl)-",C10H12,93.2402542084045,"Indan, 1-methyl-",C10H12,76.370636299635
8,14.7595,"Benzene, 1-methyl-4-propyl-",C10H14,97.0953187432362,"Benzene, 1-methyl-4-propyl-",C10H14,97.0953187432362,"Benzene, 1-methyl-2-propyl-",C10H14,90.5836971809374
9,14.6711,"Benzene, 1,3-diethyl-",C10H14,94.3809520637613,"Benzene, 1,3-diethyl-",C10H14,94.3809520637613,"Benzene, 1,2-diethyl-",C10H14,67.1435972115378
10,14.599,"Naphthalene, decahydro-",C10H18,96.2098957933447,"Naphthalene, decahydro-",C10H18,96.2098957933447,"Naphthalene, decahydro-, cis-",C10H18,92.7739941531733
11,14.5031,"Undecane, 6,6-dimethyl-",C13H28,88.2630426345958,"Undecane, 6,6-dimethyl-",C13H28,88.2630426345958,"Hexane, 2,2,5-trimethyl-",C9H20,86.521320147572
12,14.2564,Indane,C9H10,98.2190536402223,Indane,C9H10,98.2190536402223,Indane,C9H10,91.3013772769095
13,14.1692,"Octane, 6-ethyl-2-methyl-",C11H24,86.4585760746268,"Octane, 6-ethyl-2-methyl-",C11H24,86.4585760746268,"Undecane, 4-methyl-",C12H26,80.8513501666018
14,14.0107,"Benzene, 1,2,4-trimethyl-",C9H12,92.3835349267825,"Benzene, 1,2,4-trimethyl-",C9H12,92.3835349267825,Mesitylene,C9H12,84.6780112311818
15,13.9555,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,90.3887323179728,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,90.3887323179728,"Heptane, 2,2,4,6,6-pentamethyl-",C12H26,87.1099157689238
16,13.5276,"Decane, 2,5,6-trimethyl-",C13H28,94.2264981169399,"Decane, 2,5,6-trimethyl-",C13H28,94.2264981169399,"1-Aminocyclopentanecarboxylic acid, N-methoxycarbonyl-, octyl ester",C16H29NO4,54.519542191858
17,13.4101,"1H-Indene, octahydro-, cis-",C9H16,79.3078145597825,"1H-Indene, octahydro-, cis-",C9H16,79.3078145597825,"1H-Indene, octahydro-, cis-",C9H16,76.6907897346008
18,13.231,"Benzene, 1-ethyl-2-methyl-",C9H12,98.9677406417802,"Benzene, 1-ethyl-2-methyl-",C9H12,98.9677406417802,"Benzene, 1-ethyl-3-methyl-",C9H12,96.6070481942817
19,12.8855,"Benzene, (1-methylethyl)-",C9H12,88.2963499696109,"Benzene, (1-methylethyl)-",C9H12,88.2963499696109,"Benzene, 1-ethyl-4-methyl-",C9H12,81.9138836655208
20,12.8232,"Octane, 2,2,6-trimethyl-",C11H24,90.7961265062049,"Octane, 2,2,6-trimethyl-",C11H24,90.7961265062049,"Decane, 2,2-dimethyl-",C12H26,84.6849993872483
