FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
2.356,0.1802,,,,,,
3.167,0.21,3.16,"Pentane, 3-ethyl-",C7H16,75.96511091,Manual,B
3.285,0.2547,,,,,,
3.437,0.3422,3.4346,n-Hexane,C6H14,90.89558177,Automatically assigned using a linear fit of manual peak assignments,L
3.689,0.2916,,,,,,
3.78,1.2352,3.6844,"Pentane, 2,2-dimethyl-",C7H16,92.03739353,Automatically assigned using a linear fit of manual peak assignments,B
3.851,0.1643,,,,,,
4.134,0.2078,,,,,,
4.37,70655.1484,,,,,,
4.592,0.8301,4.4461,"Pentane, 3-ethyl-",C7H16,51.18454486,Automatically assigned using a linear fit of manual peak assignments,B
4.687,3.2304,4.6065,"Propanoic acid, 2-methyl-, 2-methylbutyl ester",C9H18O2,69.55187698,Automatically assigned using a linear fit of manual peak assignments,O
7.082,0.0896,,,,,,
10.659,0.0619,,,,,,
11.846,0.0761,,,,,,
12.069,0.0874,12.0652,"Hexane, 3,3-dimethyl-",C8H18,78.28693853,Automatically assigned using a linear fit of manual peak assignments,B
12.415,0.0534,,,,,,
12.554,0.0482,,,,,,
13.145,0.0699,,,,,,
14.703,0.2899,14.7008,"Nonane, 3,7-dimethyl-",C11H24,87.21078169,Automatically assigned using a linear fit of manual peak assignments,B
17.461,0.1345,17.4606,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
17.925,135.8533,17.9237,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.47535366,Automatically assigned using a linear fit of manual peak assignments,A
18.349,0.0864,,,,,,
18.516,0.1235,,,,,,
18.708,0.332,,,,,,
18.82,0.9794,,,,,,
19.563,0.2583,,,,,,
19.762,0.0675,19.8848,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
19.891,0.459,19.8848,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
20.224,0.1022,,,,,,
20.292,0.0462,,,,,,
