,Component RT,Compound Name,Formula,Match Factor,Previous Best Compound Name,Previous Best Formula,Previous Best Match Factor,Previous Worst Compound Name,Previous Worst Formula,Previous Worst Match Factor
97,3.4346,n-Hexane,C6H14,90.89558177,n-Hexane,C6H14,90.89558177,2-Ethyl-oxetane,C5H10O,84.63879673
96,3.6844,"Pentane, 2,2-dimethyl-",C7H16,92.03739353,"Pentane, 2,2-dimethyl-",C7H16,92.03739353,"2,2-Dimethyl-3-heptanone",C9H18O,71.97539961
95,3.7599,3-Buten-2-ol,C4H8O,57.31429098,3-Buten-2-ol,C4H8O,57.31429098,"Sulfone, butyl isopropyl",C7H16O2S,53.70765437
94,3.7788,"Cyclopentane, methyl-",C6H12,90.80035293,"Cyclopentane, methyl-",C6H12,90.80035293,"2-Pentene, 4-methyl-",C6H12,66.78915102
93,4.3503,Valeric anhydride,C10H18O3,72.2769759,Valeric anhydride,C10H18O3,72.2769759,3-Pentanone,C5H10O,54.70371734
92,4.3584,"1,5-Heptadiene, 3,4-dimethyl-",C9H16,78.18330315,3-Methyl-3-nitrobut-1-ene,C5H9NO2,84.48650053,"2,6-Octadiene, 4,5-dimethyl-",C10H18,69.27142081
91,4.4461,"Pentane, 3-ethyl-",C7H16,51.18454486,N-Methyl-2-isopropoxycarbonylazetidine,C8H15NO2,69.1756421,"Pentane, 3-ethyl-",C7H16,51.18454486
90,4.6065,"Propanoic acid, 2-methyl-, 2-methylbutyl ester",C9H18O2,69.55187698,Pyrrolidine,C4H9N,71.88779537,"2,2'-Bifuran, octahydro-",C8H14O2,68.59330641
89,4.6853,"Cyclopentane, 1,2-dimethyl-",C7H14,84.32383489,"Cyclobutanone, 2,3-dimethyl-, cis-",C6H10O,86.45453183,"Cyclobutanone, 2,2-dimethyl-",C6H10O,76.36807646
88,12.0652,"Hexane, 3,3-dimethyl-",C8H18,78.28693853,"Hexane, 3,3-dimethyl-",C8H18,78.28693853,"Oxalic acid, hexyl neopentyl ester",C13H24O4,72.60572145
87,14.7008,"Nonane, 3,7-dimethyl-",C11H24,87.21078169,"Nonane, 3,7-dimethyl-",C11H24,87.21078169,"Decane, 3-methyl-",C11H24,72.97032643
86,17.4606,No Match,,,"Butyramide, 3-methyl-N-(2-phenylethyl)-N-hexadecyl-",C29H51NO,55.43079988,"1-Octanamine, N,N-dioctyl-",C24H51N,51.42516843
85,17.9237,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.47535366,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,97.47535366,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,89.82557164
84,18.8179,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,75.74635274,"Benzene, 1,3,5-tri-tert-butyl-",C18H30,75.74635274,"Silane, diethylbutoxyhexyloxy-",C14H32O2Si,57.32773589
83,19.8848,No Match,,,"Sulfurous acid, 2-ethylhexyl hexyl ester",C14H30O3S,84.79025031,"Dodecane, 1-iodo-",C12H25I,83.54061331
82,20.9973,"Hexane, 3,3-dimethyl-",C8H18,88.40178924,"Hexane, 3,3-dimethyl-",C8H18,88.40178924,"Decane, 1-iodo-",C10H21I,81.16231022
81,22.0618,"Undecane, 5,7-dimethyl-",C13H28,85.99872562,"Undecane, 5,7-dimethyl-",C13H28,85.99872562,"Decane, 2,4,6-trimethyl-",C13H28,80.29397188
80,22.1087,"Cyclobutanecarboxylic acid, 2-methoxyethyl ester",C8H14O3,68.62714488,"Cyclobutanecarboxylic acid, 2-methoxyethyl ester",C8H14O3,68.62714488,Benzedrex,C10H21N,65.09799378
79,23.0737,"Decane, 6-ethyl-2-methyl-",C13H28,89.22091253,"Decane, 6-ethyl-2-methyl-",C13H28,89.22091253,Heneicosane,C21H44,82.04940771
78,24.0428,"Undecane, 3,8-dimethyl-",C13H28,84.63676378,"Undecane, 3,8-dimethyl-",C13H28,84.63676378,"Decane, 3,8-dimethyl-",C12H26,79.10505382
77,24.1155,2-Dodecanone,C12H24O,76.19980644,2-Dodecanone,C12H24O,76.19980644,2-Tridecanone,C13H26O,67.18620417
76,24.9694,"2,6,10-Trimethyltridecane",C16H34,88.9873216,"2,6,10-Trimethyltridecane",C16H34,88.9873216,"Tridecane, 4-methyl-",C14H30,74.60045884
75,25.8576,"Undecane, 3,8-dimethyl-",C13H28,88.67068078,"Undecane, 3,8-dimethyl-",C13H28,88.67068078,"Undecane, 5,5-dimethyl-",C13H28,74.3779198
74,25.955,2-Hexadecanone,C16H32O,80.18537597,2-Hexadecanone,C16H32O,80.18537597,2-Nonadecanone,C19H38O,73.83917281
73,26.7108,"3-Ethyl-2,6,10-trimethylundecane",C16H34,86.55976824,"3-Ethyl-2,6,10-trimethylundecane",C16H34,86.55976824,"3-Ethyl-2,6,10-trimethylundecane",C16H34,69.02867386
72,27.3268,2-Ethoxyethyl acrylate,C7H12O3,66.16754956,2-Ethoxyethyl acrylate,C7H12O3,66.16754956,"6-Methylheptane-1,6-diol",C8H18O2,51.81126318
71,27.5288,Tetracosane,C24H50,87.23003683,Tetracosane,C24H50,87.23003683,"Sulfurous acid, dodecyl 2-ethylhexyl ester",C20H42O3S,74.625693
70,27.6458,2-Nonadecanone,C19H38O,81.84179247,2-Nonadecanone,C19H38O,81.84179247,2-Tetradecanone,C14H28O,76.05153138
69,28.3183,Heneicosane,C21H44,85.99996892,"Hexadecane, 1-iodo-",C16H33I,86.76350906,"Decane, 3,8-dimethyl-",C12H26,76.88941908
68,28.328,Heneicosane,C21H44,84.36515322,"Hexadecane, 1-iodo-",C16H33I,86.3418705,Heneicosane,C21H44,82.54499585
67,29.0771,Tetracosane,C24H50,85.3389567,Tetracosane,C24H50,85.3389567,"3-Ethyl-2,6,10-trimethylundecane",C16H34,54.59782942
66,29.2123,"Carbonic acid, heptadecyl prop-1-en-2-yl ester",C21H40O3,71.94648967,"Carbonic acid, heptadecyl prop-1-en-2-yl ester",C21H40O3,71.94648967,2-Hexadecanone,C16H32O,64.59160004
65,29.3303,No Match,,,"Ethanol, 1-(2-methyl-2H-tetrazol-5-yl)-2-[(thiophen-2-ylmethyl)amino]-",C9H13N5OS,59.70657045,"Thiophene, 2-propyl-",C7H10S,58.65410757
64,29.811,3-Ethyl-3-methylheptane,C10H22,82.58762305,3-Ethyl-3-methylheptane,C10H22,82.58762305,"Sulfurous acid, 2-ethylhexyl isohexyl ester",C14H30O3S,71.37037134
63,30.5403,"Tridecane, 3-methyl-",C14H30,73.27801401,"Dodecane, 1-iodo-",C12H25I,76.62079632,"3,5-Dimethyl-4-octanone",C10H20O,51.90433594
62,30.60897273,No Match,,,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,50.9027375,"3-Quinolinecarboxylic acid, 6,8-difluoro-4-hydroxy-, ethyl ester",C12H9F2NO3,50.9027375
61,30.6999,No Match,,,"N-(1,1-Dimethyl-2-propynyl)-N,N-dimethylamine",C7H13N,54.65473276,Deprenyl,C13H17N,52.62133036
60,30.7085,2-Pentadecanone,C15H30O,75.56864324,2-Pentadecanone,C15H30O,75.56864324,"5H-Tetrazole-5-thione, 1-[2-(dimethylamino)ethyl]-1,2-dihydro-",C5H11N5S,59.79063441
59,30.7194,2-Tetradecanone,C14H28O,59.45372823,"Tetracosylamine, N,N-dimethyl-",C26H55N,62.90279029,2-Dodecanone,C12H24O,58.7676038
